"","sample_name","fastq_fwd_file_name","fastq_rev_file_name","sample_type","host_phylum","host_class","host_order","host_family","host_genus","host_species","coral species","collection_latitude","collection_longitude","collection_date","collection_depth","coral_tag","site_name","Sequencing_run","expedition","ID","Disturbance","Disturbance_cat","El_nino","ID2","Porites_compare","DisturbanceFish","...27"
"468","1197_2017","236_S236_L001_run4_R1_001.fastq.gz","236_S236_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.91002 N","157.54276 W","2017 July","10-12 m","1197",34,"run4","2017",2419,1212.82818968762,"Medium","After",1857,"NA",1212.82818968762,NA
"469","207_2018","207-2018_S143_L001_R1_001.fastq.gz","207-2018_S143_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.91002 N","157.54276 W","43281","10-12 m","1197",34,"Starko_Shedd","2018",146,1212.82818968762,"Medium","After",1858,"NA",1212.82818968762,NA
"470","178_2019","178-2019_S277_L001_R1_001.fastq.gz","178-2019_S277_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.91002 N","157.54276 W","43669","10-12 m","1197",34,"Starko_Shedd","2019",286,1212.82818968762,"Medium","After",1859,"NA",1212.82818968762,NA
"471","1199_2017","238_S238_L001_run4_R1_001.fastq.gz","238_S238_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.91002 N","157.54276 W","2017 July","10-12 m","1199",34,"run4","2017",2421,1212.82818968762,"Medium","After",1860,"NA",1212.82818968762,NA
"472","1201_2017","241_S241_L001_run4_R1_001.fastq.gz","241_S241_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.91002 N","157.54276 W","2017 July","10-12 m","1201",34,"run4","2017",2425,1212.82818968762,"Medium","After",1861,"NA",1212.82818968762,NA
"473","203_2018","203-2018_S140_L001_R1_001.fastq.gz","203-2018_S140_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.91002 N","157.54276 W","43281","10-12 m","1201",34,"Starko_Shedd","2018",143,1212.82818968762,"Medium","After",1862,"NA",1212.82818968762,NA
"474","187_2019","187-2019_S286_L001_R1_001.fastq.gz","187-2019_S286_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.91002 N","157.54276 W","43669","10-12 m","1201",34,"Starko_Shedd","2019",295,1212.82818968762,"Medium","After",1863,"NA",1212.82818968762,NA
"475","1202_2017","242_S242_L001_run4_R1_001.fastq.gz","242_S242_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.91002 N","157.54276 W","2017 July","10-12 m","1202",34,"run4","2017",2426,1212.82818968762,"Medium","After",1864,"NA",1212.82818968762,NA
"476","111_2018","111-2018_S80_L001_R1_001.fastq.gz","111-2018_S80_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.91002 N","157.54276 W","43278","10-12 m","1202",34,"Starko_Shedd","2018",71,1212.82818968762,"Medium","After",1865,"NA",1212.82818968762,NA
"477","188_2019","188-2019_S287_L001_R1_001.fastq.gz","188-2019_S287_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.91002 N","157.54276 W","43669","10-12 m","1202",34,"Starko_Shedd","2019",296,1212.82818968762,"Medium","After",1866,"NA",1212.82818968762,NA
"478","1203_2017","243_S243_L001_run4_R1_001.fastq.gz","243_S243_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.91002 N","157.54276 W","2017 July","10-12 m","1203",34,"run4","2017",2427,1212.82818968762,"Medium","After",1867,"NA",1212.82818968762,NA
"479","1211_2017","285_S285_L001_run4_R1_001.fastq.gz","285_S285_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.96346 N","157.48746 W","2017 July","10-12 m","1211",40,"run4","2017",2473,2425.27606322921,"High","After",2581,"NA",2426.27606322921,NA
"480","223_2018","223-2018_S151_L001_R1_001.fastq.gz","223-2018_S151_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.96346 N","157.48746 W","43282","10-12 m","1211",40,"Starko_Shedd","2018",154,2425.27606322921,"High","After",2582,"NA",2426.27606322921,NA
"481","66_2019","66-2019_S219_L001_R1_001.fastq.gz","66-2019_S219_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.96346 N","157.48746 W","43666","10-12 m","1211",40,"Starko_Shedd","2019",229,2425.27606322921,"High","After",2583,"NA",2426.27606322921,NA
"482","1212_2017","287_S287_L001_run4_R1_001.fastq.gz","287_S287_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.96346 N","157.48746 W","2017 July","10-12 m","1212",40,"run4","2017",2475,2425.27606322921,"High","After",2584,"NA",2426.27606322921,NA
"483","1213_2017","288_S288_L001_run4_R1_001.fastq.gz","288_S288_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.96346 N","157.48746 W","2017 July","10-12 m","1213",40,"run4","2017",2476,2425.27606322921,"High","After",2585,"NA",2426.27606322921,NA
"484","1214_2017","289_S289_L001_run4_R1_001.fastq.gz","289_S289_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.96346 N","157.48746 W","2017 July","10-12 m","1214",40,"run4","2017",2477,2425.27606322921,"High","After",2586,"NA",2426.27606322921,NA
"485","1215_2017","290_S290_L001_run4_R1_001.fastq.gz","290_S290_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.96346 N","157.48746 W","2017 July","10-12 m","1215",40,"run4","2017",2479,2425.27606322921,"High","After",2587,"NA",2426.27606322921,NA
"486","1217_2017","292_S292_L001_run4_R1_001.fastq.gz","292_S292_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.96346 N","157.48746 W","2017 July","10-12 m","1217",40,"run4","2017",2481,2425.27606322921,"High","After",2588,"NA",2426.27606322921,NA
"487","1218_2017","293_S293_L001_run4_R1_001.fastq.gz","293_S293_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.96346 N","157.48746 W","2017 July","10-12 m","1218",40,"run4","2017",2482,2425.27606322921,"High","After",2589,"NA",2426.27606322921,NA
"488","1219_2017","294_S294_L001_run4_R1_001.fastq.gz","294_S294_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.89428 N","157.54276 W","2017 July","10-12 m","1219",35,"run4","2017",2483,1212.82818968762,"Medium","After",2133,"NA",1212.82818968762,NA
"489","145_2018","145-2018_S106_L001_R1_001.fastq.gz","145-2018_S106_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.89428 N","157.54276 W","43280","10-12 m","1219",35,"Starko_Shedd","2018",107,1212.82818968762,"Medium","After",2134,"NA",1212.82818968762,NA
"490","210_2019","210-2019_S302_L001_R1_001.fastq.gz","210-2019_S302_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.89428 N","157.54276 W","43671","10-12 m","1219",35,"Starko_Shedd","2019",312,1212.82818968762,"Medium","After",2135,"NA",1212.82818968762,NA
"491","157_2018","157-2018_S114_L001_R1_001.fastq.gz","157-2018_S114_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.89428 N","157.54276 W","43280","10-12 m","1220",35,"Starko_Shedd","2018",115,1212.82818968762,"Medium","After",2136,"NA",1212.82818968762,NA
"492","226_2019","226-2019_S312_L001_R1_001.fastq.gz","226-2019_S312_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.89428 N","157.54276 W","43671","10-12 m","1220",35,"Starko_Shedd","2019",323,1212.82818968762,"Medium","After",2137,"NA",1212.82818968762,NA
"493","1229_2017","295_S295_L001_run4_R1_001.fastq.gz","295_S295_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.83004 N","157.32169 W","2017 July","10-12 m","1220",15,"run4","2017",2484,0,"Very Low","After",803,"NA",0,NA
"494","1221_2017","296_S296_L001_run4_R1_001.fastq.gz","296_S296_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.89428 N","157.54276 W","2017 July","10-12 m","1221",35,"run4","2017",2485,1212.82818968762,"Medium","After",2138,"NA",1212.82818968762,NA
"495","219_2019","219-2019_S309_L001_R1_001.fastq.gz","219-2019_S309_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.89428 N","157.54276 W","43671","10-12 m","1221",35,"Starko_Shedd","2019",319,1212.82818968762,"Medium","After",2139,"NA",1212.82818968762,NA
"496","71_2018","71-2018_S56_L001_R1_001.fastq.gz","71-2018_S56_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","1.83004 N","157.32169 W","43276","10-12 m","1231",15,"Starko_Shedd","2018",56,0,"Very Low","After",718,"NA",0,NA
"497","1231_2017","322_S322_L001_run4_R1_001.fastq.gz","322_S322_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favities pentagona","1.83004 N","157.32169 W","2017 July","10-12 m","1231",15,"run4","2017",2515,0,"Very Low","After",730,"NA",0,NA
"498","75_2018","75-2018_S60_L001_R1_001.fastq.gz","75-2018_S60_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","1.83004 N","157.32169 W","43276","10-12 m","1233",15,"Starko_Shedd","2018",60,0,"Very Low","After",719,"NA",0,NA
"499","1233_2017","324_S324_L001_run4_R1_001.fastq.gz","324_S324_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favities pentagona","1.83004 N","157.32169 W","2017 July","10-12 m","1233",15,"run4","2017",2517,0,"Very Low","After",731,"NA",0,NA
"500","78_2018","78-2018_S61_L001_R1_001.fastq.gz","78-2018_S61_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","1.83004 N","157.32169 W","43276","10-12 m","1236",15,"Starko_Shedd","2018",61,0,"Very Low","After",720,"NA",0,NA
"501","1236_2017","328_S328_L001_run4_R1_001.fastq.gz","328_S328_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favities pentagona","1.83004 N","157.32169 W","2017 July","10-12 m","1236",15,"run4","2017",2521,0,"Very Low","After",732,"NA",0,NA
"502","1237_2017","327_S327_L001_run4_R1_001.fastq.gz","327_S327_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.83004 N","157.32169 W","2017 July","10-12 m","1237",15,"run4","2017",2520,0,"Very Low","After",804,"NA",0,NA
"503","66_2018","66-2018_S53_L001_R1_001.fastq.gz","66-2018_S53_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","1.83004 N","157.32169 W","43276","10-12 m","1240",15,"Starko_Shedd","2018",53,0,"Very Low","After",721,"NA",0,NA
"504","1240_2017","331_S331_L001_run4_R1_001.fastq.gz","331_S331_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favities pentagona","1.83004 N","157.32169 W","2017 July","10-12 m","1240",15,"run4","2017",2525,0,"Very Low","After",733,"NA",0,NA
"505","1242_2017","333_S333_L001_run4_R1_001.fastq.gz","333_S333_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","01.86400 N","157.34300 W","2017 July","10-12 m","1242",20,"run4","2017",2527,0,"Very Low","After",938,"NA",0,NA
"506","1251_2017","342_S342_L001_run4_R1_001.fastq.gz","342_S342_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favities pentagona","01.86400 N","157.34300 W","2017 July","10-12 m","1251",20,"run4","2017",2537,0,"Very Low","After",936,"NA",0,NA
"507","1252_2017","343_S343_L001_run4_R1_001.fastq.gz","343_S343_L001_run4_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favities pentagona","01.86400 N","157.34300 W","2017 July","10-12 m","1252",20,"run4","2017",2538,0,"Very Low","After",937,"NA",0,NA
"508","109_2018","109-2018_S78_L001_R1_001.fastq.gz","109-2018_S78_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","1.91002 N","157.54276 W","43278","10-12 m","1266",34,"Starko_Shedd","2018",69,1212.82818968762,"Medium","After",1763,"NA",1212.82818968762,NA
"509","192_2019","192-2019_S291_L001_R1_001.fastq.gz","192-2019_S291_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","1.91002 N","157.54276 W","43669","10-12 m","1266",34,"Starko_Shedd","2019",300,1212.82818968762,"Medium","After",1764,"NA",1212.82818968762,NA
"510","113_2018","113-2018_S82_L001_R1_001.fastq.gz","113-2018_S82_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","2.05162 N","157.45544 W","43279","10-12 m","1281",3,"Starko_Shedd","2018",82,808.552126458412,"Low","After",25,"NA",808.552126458412,NA
"511","44_2019","44-2019_S202_L001_R1_001.fastq.gz","44-2019_S202_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","2.05162 N","157.45544 W","43665","10-12 m","1281",3,"Starko_Shedd","2019",212,808.552126458412,"Low","After",26,"NA",808.552126458412,NA
"512","117_2018","117-2018_S85_L001_R1_001.fastq.gz","117-2018_S85_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.05162 N","157.45544 W","43279","10-12 m","1283",3,"Starko_Shedd","2018",85,808.552126458412,"Low","After",76,"NA",808.552126458412,NA
"513","26_2019","26-2019_S192_L001_R1_001.fastq.gz","26-2019_S192_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.05162 N","157.45544 W","43665","10-12 m","1283",3,"Starko_Shedd","2019",202,808.552126458412,"Low","After",77,"NA",808.552126458412,NA
"514","121_2018","121-2018_S88_L001_R1_001.fastq.gz","121-2018_S88_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","2.05162 N","157.45544 W","43279","10-12 m","1285",3,"Starko_Shedd","2018",88,808.552126458412,"Low","After",27,"NA",808.552126458412,NA
"515","47_2019","47-2019_S204_L001_R1_001.fastq.gz","47-2019_S204_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","2.05162 N","157.45544 W","43665","10-12 m","1285",3,"Starko_Shedd","2019",214,808.552126458412,"Low","After",28,"NA",808.552126458412,NA
"516","125_2018","125-2018_S91_L001_R1_001.fastq.gz","125-2018_S91_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.05162 N","157.45544 W","43279","10-12 m","1286",3,"Starko_Shedd","2018",91,808.552126458412,"Low","After",78,"NA",808.552126458412,NA
"517","41_2019","41-2019_S201_L001_R1_001.fastq.gz","41-2019_S201_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.05162 N","157.45544 W","43665","10-12 m","1286",3,"Starko_Shedd","2019",211,808.552126458412,"Low","After",79,"NA",808.552126458412,NA
"518","132_2018","132-2018_S193_L001_R1_001.fastq.gz","132-2018_S193_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.88600 N","157.55200 W","43279","10-12 m","1287",8,"Starko_Shedd","2018",97,1212.82818968762,"Medium","After",501,"NA",1213,NA
"519","15_2019","15-2019_S183_L001_R1_001.fastq.gz","15-2019_S183_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.88600 N","157.55200 W","43664","10-12 m","1287",8,"Starko_Shedd","2019",184,1212.82818968762,"Medium","After",502,"NA",1213,NA
"520","116_2018","116-2018_S84_L001_R1_001.fastq.gz","116-2018_S84_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.05162 N","157.45544 W","43279","10-12 m","1289",3,"Starko_Shedd","2018",84,808.552126458412,"Low","After",80,"NA",808.552126458412,NA
"521","40_2019","40-2019_S200_L001_R1_001.fastq.gz","40-2019_S200_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.05162 N","157.45544 W","43665","10-12 m","1289",3,"Starko_Shedd","2019",210,808.552126458412,"Low","After",81,"NA",808.552126458412,NA
"522","122_2018","122-2018_S89_L001_R1_001.fastq.gz","122-2018_S89_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.05162 N","157.45544 W","43279","10-12 m","1290",3,"Starko_Shedd","2018",89,808.552126458412,"Low","After",82,"NA",808.552126458412,NA
"523","39_2019","39-2019_S199_L001_R1_001.fastq.gz","39-2019_S199_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.05162 N","157.45544 W","43665","10-12 m","1290",3,"Starko_Shedd","2019",209,808.552126458412,"Low","After",83,"NA",808.552126458412,NA
"524","103_2018","103-2018_S75_L001_R1_001.fastq.gz","103-2018_S75_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.04969 N","157.48590 W","43278","10-12 m","1292",25,"Starko_Shedd","2018",66,1616.72393677079,"Medium","After",1078,"NA",1616.72393677079,NA
"525","223_2019","223-2019_S383_L001_R1_001.fastq.gz","223-2019_S383_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","1.89428 N","157.54276 W","43671","10-12 m","1293",35,"Starko_Shedd","2019",321,1212.82818968762,"Medium","After",2140,"NA",1212.82818968762,NA
"526","127_2018","127-2018_S92_L001_R1_001.fastq.gz","127-2018_S92_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Platygyra","sp","Platygyra sp","2.05162 N","157.45544 W","43279","10-12 m","1299",3,"Starko_Shedd","2018",92,808.552126458412,"Low","After",84,"NA",808.552126458412,NA
"527","233_2018","233-2018_S152_L001_R1_001.fastq.gz","233-2018_S152_L001_R2_001.fastq.gz","coral_field","cnidaria","anthozoa","scleractinia","merulinidae","Favites","pentagona","Favites pentagona","1.96346 N","157.48746 W","43282","10-12 m","1301",40,"Starko_Shedd","2018",161,2425.27606322921,"High","After",2548,"NA",2426.27606322921,NA
